Institution Name	Institution Symbol	Institution State	Library Type	Requests Received	Requests From WorldCat	Requests Canceled	Requests Filled	Requests Filled (Loan)	Requests Filled (Copy)	Requests Unfilled	Electronic Link	Average Turnaround Time For Filled Requests (dd:hh:mm)	Average Turnaround Time For Loan Filled Requests (dd:hh:mm)	Average Turnaround Time For Copy Filled Requests (dd:hh:mm)
ILLINOIS INST OF TECH	IAH	IL	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
INDIAN TRAILS PUB LIBR DIST	JAG	IL	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
INDIANA UNIV	IUL	IN	Major Academic Research	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
INDIANA UNIV S BEND	I3U	IN	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
IOWA LIBR SERVS-CENT DIST OFF	JIC	IA	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
IOWA LIBR SERVS-N CENT DIST OFF	LT@	IA	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
IOWA STATE UNIV	IWA	IA	Major Academic Research	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
IRON CNTY BOOKMOBILE LIBR	UTIRN	UT	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
IRVING PUB LIBR SYST	IJC	TX	Public	3	0	0	2	2	0	1	0	1:00:00	1:00:00	0:00:00
JACKSON CNTY LIBR SVC	JCL	OR	Public	18	18	0	14	14	0	5	0	0:10:19	0:10:19	0:00:00
JACKSONVILLE PUB LIBR	JBF	IL	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
JAMES MADISON UNIV LIBRS	VMC	VA	Academic	1	1	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
JEFFERSON CNTY PUB LIBR	QQ3	CO	Public	11	11	0	6	6	0	5	0	0:19:55	0:19:55	0:00:00
JEFFERSON CNTY RURAL LIBR DIST	Z85	WA	Public	23	23	0	8	8	0	15	0	0:06:00	0:06:00	0:00:00
JESSAMINE CNTY PUB LIBR	KP9	KY	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
JOE BARNHART BEE CNTY LIBR	BNR	TX	Public	1	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
JOHN A STAHL LIBR	NWD	NE	Public	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
JOHNS HOPKINS UNIV	JHE	MD	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
JOHNSON CNTY LIBR	KNJ	KS	Public	5	5	0	1	1	0	4	0	0:00:00	0:00:00	0:00:00
JOINT BASE ELMENDORF-RICHARDSON LIBR	AYI	AK	Federal/Natl Government	3	3	0	1	1	0	2	0	1:00:00	1:00:00	0:00:00
JOINT BASE LEWIS-MCCHORD LIBRARY SYSTEM	AVW	WA	Federal/Natl Government	1	1	0	0	0	0	0	0	0:00:00	0:00:00	0:00:00
KANAB CITY LIBR	KANAB	UT	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
KANSAS STATE UNIV	KKS	KS	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
KELLER PUB LIB	KELPL	TX	Public	4	0	0	1	1	0	3	0	2:00:00	2:00:00	0:00:00
KENNESAW STATE UNIV	GKJ	GA	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
KENTON CNTY PUB LIBR	KCE	KY	Public	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
KEWANEE PUB LIBR DIST	IEV	IL	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
KIRKWOOD PUB LIBR	MU7	MO	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
KITSAP REG LIBR	YEQ	WA	Public	54	54	0	29	29	0	28	0	0:13:12	0:13:12	0:00:00
KLAMATH CNTY LIBR SERV DIST	KCL	OR	Public	17	17	0	7	7	0	10	0	0:13:41	0:13:41	0:00:00
KNOX CNTY PUB LIBR, KNOXVILLE	TKL	TN	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
KOREA UNIV LIBR	KUB	AS	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
KUNA LIBR DIST	K#U	ID	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LAFAYETTE COL	LAF	PA	Academic	2	2	0	2	2	0	0	0	0:12:00	0:12:00	0:00:00
LAKE CNTY PUB LIBR	ILC	IN	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LAKE FOREST LIBR	JAI	IL	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LAKE VILLA DIST LIBR	JAS	IL	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
LARAMIE CNTY LIBR SYST	WYL	WY	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
LAS VEGAS CLARK CNTY LIBR DIST	NVC	NV	Public	5	5	0	0	0	0	5	0	0:00:00	0:00:00	0:00:00
LATAH CNTY LIBR DIST	ZWR	ID	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
LE MOYNE COLL	VFL	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LEE CNTY LIBR SYST	FFL	FL	Public	3	3	0	2	2	0	1	0	0:00:00	0:00:00	0:00:00
LEHIGH UNIV	LYU	PA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LEMONT PUB LIBR DIST	XK4	IL	Public	3	3	0	1	1	0	2	0	0:00:00	0:00:00	0:00:00
LENA ARMSTRONG PUB LIBR	TXLAP	TX	Public	1	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LEROY COLLINS LEON CNTY PUB LIBR	FTL	FL	Public	6	6	0	3	3	0	2	0	0:07:55	0:07:55	0:00:00
LEWIS & CLARK COL	OLP	OR	Academic	3	3	0	3	3	0	0	0	0:16:05	0:16:05	0:00:00
LEWIS & CLARK LIBR	MZI	MT	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
LEWISTON CITY LIBR	IDLEW	ID	Public	2	2	0	2	2	0	0	0	1:00:00	1:00:00	0:00:00
LEWISTOWN PUB LIBR	YVT	MT	Public	1	1	0	1	1	0	0	0	2:00:00	2:00:00	0:00:00
LEWISVILLE PUB LIBR	LVF	TX	Public	1	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LEXINGTON PUB LIBR	KYL	KY	Public	1	1	0	1	1	0	1	0	1:00:00	1:00:00	0:00:00
LIBBY MEM LIBR	LBBYM	ME	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LIBERTY LAKE MUNICIPAL LIB	LIBLM	WA	Public	9	9	0	5	5	0	4	0	0:00:00	0:00:00	0:00:00
LIBRARIES IN CLACKAMAS CNTY	LIQ	OR	Public	38	38	0	14	14	0	24	0	0:18:58	0:18:58	0:00:00
LICKING CNTY LIBR	ONW	OH	Public	4	4	0	0	0	0	4	0	0:00:00	0:00:00	0:00:00
LINCOLN CNTY LIBR DIST	LCS	OR	Public	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
LINCOLN CNTY PUB LIBR	Y83	MT	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LINCOLN LIBR	ILM	IL	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LINFIELD UNIV MCMINNVILLE CAM LIBR	OLC	OR	Academic	2	2	0	1	1	0	1	0	3:00:00	3:00:00	0:00:00
LISLE LIBR DIST	BNO	IL	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
LITTLE SANDY CORRECTIONAL COMPLEX	LSCCX	KY	State or Municipal Governments	3	3	0	3	3	0	0	0	0:00:00	0:00:00	0:00:00
LIVE OAK PUB LIBRS	GSC	GA	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LOGAN CNTY DIST LIBR	L6D	OH	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
LONGVIEW PUB LIBR	FT6	TX	Public	2	0	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
LONGWOOD UNIV LONGWOOD LIBR	VLC	VA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LOPEZ ISLAND LIBR	Z67	WA	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
LOUDOUN CNTY PUB LIBR	AXJ	VA	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LOUISIANA STATE UNIV	LUU	LA	Major Academic Research	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LOUISVILLE PUB LIBR	L7S	OH	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
LOYOLA UNIV OF CHICAGO	IAL	IL	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LUBBOCK PUB LIBR	TXL	TX	Public	1	0	0	0	0	0	0	0	0:00:00	0:00:00	0:00:00
LUTHER COL	IOH	IA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
LUZERNE CNTY COMMUN COL LIBR	LZC	PA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MAINE STATE LIBRARY	MEA	ME	State Library	4	4	0	2	2	0	2	0	1:00:00	1:00:00	0:00:00
MANATEE CNTY PUB LIBR SYST	FMA	FL	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
MARION & ED HUGHES PUB LIBR	NEDER	TX	Public	1	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MARIST UNIV LIBR	XMA	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MARSHALL PUB LIBR	Q6J	ID	Public	6	6	1	2	2	0	3	0	0:12:00	0:12:00	0:00:00
MARSHALL UNIV	WVH	WV	Academic	1	1	0	1	1	0	0	0	2:00:00	2:00:00	0:00:00
MATTESON AREA PUB LIBR DIST	BVI	IL	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
MCALLEN PUB LIBR	TME	TX	Public	2	0	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
MCGILL UNIV	LGG	QC	Academic	2	2	0	2	2	0	0	0	0:00:00	0:00:00	0:00:00
MCKINNEY PUB LIBR	M$K	TX	Public	3	0	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
MCMURRY UNIV	TXD	TX	Academic	1	1	0	0	0	0	0	0	0:00:00	0:00:00	0:00:00
MERCER CNTY LIBR	MLY	NJ	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
MERIDIAN LIBR DIST	ZPJ	ID	Public	3	3	0	2	2	0	1	0	0:12:00	0:12:00	0:00:00
METHODIST UNIV	KZA	NC	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
METROPOLITAN LIBR SYST	OKE	OK	Public	0	0	0	1	1	0	0	0	2:00:00	2:00:00	0:00:00
MICHIGAN STATE UNIV	EEM	MI	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
MID-CONTINENT PUB LIBR	CMI	MO	Public	26	26	0	6	6	0	20	0	0:00:00	0:00:00	0:00:00
MIDDLE TENNESSEE STATE UNIV	TXM	TN	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
MIDWESTERN STATE UNIV, G MOFFETT LIBR	TMI	TX	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MILLERSVILLE UNIV LIBR	MVS	PA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MILTON-UNION PUB LIBR	U4W	OH	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
MINNESOTA STATE UNIV, MANKATO	MNM	MN	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MINUTEMAN LIBR NETWORK	MLN	MA	Other	12	12	0	6	6	0	7	0	0:07:55	0:07:55	0:00:00
MISHAWAKA PENN HARRIS PUB LIBR	IMP	IN	Public	3	3	0	1	1	0	2	0	0:00:00	0:00:00	0:00:00
MISSOULA PUB LIBR	Y38	MT	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MISSOURI STATE UNIV	MOU	MO	Academic	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
MOBILE PUB LIBR	AMP	AL	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
MOHAVE CNTY LIBR KINGMAN	MC2	AZ	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MONTANA STATE UNIV, MSU LIBR	MZF	MT	Academic	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
MONTEREY CNTY FREE LIBRS	JRB	CA	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
MONTGOMERY CNTY MEM LIBR SYST	QS2	TX	Public	4	4	0	1	1	0	4	0	2:00:00	2:00:00	0:00:00
MONTGOMERY CNTY, NORRISTOWN PUB LIBR	MNL	PA	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
MOORESVILLE PUB LIBR	UQK	NC	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MORAINE VAL COM COLL LRC	JAM	IL	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
MORGAN CNTY LIBR	MORGU	UT	Public	3	3	0	2	2	0	1	0	0:00:00	0:00:00	0:00:00
MOUNT HOLYOKE COL	MTH	MA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MOUNT ST MARY COL	VFQ	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MULTI-CNTY BOOKMOBILE LIBR	UTGAR	UT	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MULTNOMAH CNTY LIBR	ORX	OR	Public	26	26	0	12	12	0	17	0	0:22:05	0:22:05	0:00:00
MUSEUM OF FINE ARTS, BOSTON	BMF	MA	Association/Foundation	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
MUSSER PUB LIBR	LG#	IA	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
NASSAU LIBR SYST	NAB	NY	Public	4	4	0	1	1	0	4	0	0:00:00	0:00:00	0:00:00
NAZARETH UNIV	XNC	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
NEBRASKA DEPT OF CORR SERV	WH5	NE	State or Municipal Governments	4	4	0	2	2	0	2	0	0:00:00	0:00:00	0:00:00
NEW ATHENS DIST LIBR	JP2	IL	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
NEW BRAUNFELS PUB LIBR	D9M	TX	Public	1	0	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
NEW JERSEY ILL ACCESS CTR	NJQ	NJ	State Library	3	1	0	1	1	0	2	0	0:00:00	0:00:00	0:00:00
NEW JERSEY STATE LIBR	NJL	NJ	State Library	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
NEW MEXICO MIL INST	NMM	NM	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
NEW ORLEANS PUB LIBR	LNC	LA	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
NEW SCH THE	ZMU	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
NEW YORK PUB LIBR	NYP	NY	Public	4	4	0	2	2	0	2	0	0:12:00	0:12:00	0:00:00
NEWBERG PUB LIBR	OOS	OR	Public	0	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
NEWPORT PUB LIBR	OXA	OR	Public	4	4	0	3	3	0	1	0	1:07:55	1:07:55	0:00:00
NILES MAINE DIST LIBR	GO4	IL	Public	2	2	0	1	1	0	1	0	2:00:00	2:00:00	0:00:00
NOGALES/SANTA CRUZ CNTY PUB LIBR	NSZ	AZ	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
NORTH CAROLINA A&T STATE UNIV	NQA	NC	Academic	0	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
NORTH CENTRAL WASHINGTON LIBRARIES	OEI	WA	Public	27	27	0	13	13	0	15	0	0:07:26	0:07:26	0:00:00
NORTH DAKOTA STATE LIBR	NDS	ND	State Library	7	7	0	3	3	0	4	0	0:07:55	0:07:55	0:00:00
NORTH DAKOTA STATE UNIV LIBR	NWQ	ND	Academic	3	3	0	2	2	0	1	0	0:00:00	0:00:00	0:00:00
NORTH OLYMPIC LIBR SYST	NOQ	WA	Public	19	19	2	8	8	0	9	0	0:15:07	0:15:07	0:00:00
NORTHEAST KANSAS LIBR SYST (NEKLS)	CZ5	KS	Other	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
NORTHEASTERN ILLINOIS UNIV	IAO	IL	Academic	1	1	0	1	0	1	0	0	0:00:00	0:00:00	0:00:00
NORTHERN ARIZONA UNIV	AZN	AZ	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
NORTHERN MICHIGAN UNIV	EZN	MI	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
OAK LAWN PUBLIC LIBRARY	IVJ	IL	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
OCCIDENTAL COL LIBR	CCO	CA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
OCEAN CNTY LIBR	OCJ	NJ	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
OHIO STATE UNIV, THE	OSU	OH	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
OHIO UNIV	OUN	OH	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
OLATHE PUB LIBR	KOP	KS	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
OLD COLONY LIBR NETWORK	OCD	MA	Other	20	20	0	12	12	0	8	0	0:00:00	0:00:00	0:00:00
OLD DOMINION UNIV	VOD	VA	Academic	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
OLYMPIC COL	Z84	WA	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
ORANGE COUNTY PUBLIC LIBRARIES	ORK	CA	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
ORCAS ISLAND LIBR DIST	Z66	WA	Public	15	15	0	7	7	0	8	0	1:17:02	1:17:02	0:00:00
OREGON STATE UNIV CORVALLIS	ORE	OR	Academic	17	17	0	1	1	0	20	0	2:00:00	2:00:00	0:00:00
PACE UNIV PLEASANTVILLE LIBR	VZU	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
PACIFIC LUTHERAN UNIV	OPV	WA	Academic	3	3	0	1	1	0	2	0	0:00:00	0:00:00	0:00:00
PACIFIC UNIV	OPU	OR	Academic	2	2	0	2	2	0	0	0	0:12:00	0:12:00	0:00:00
PALM BEACH CNTY LIBR SYST	FWP	FL	Public	5	5	0	4	4	0	1	0	0:12:00	0:12:00	0:00:00
PARK RIDGE PUB LIBR	GO6	IL	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
PASADENA PUB LIBR	T7P	TX	Public	1	0	0	0	0	0	0	0	0:00:00	0:00:00	0:00:00
PAUL SAWYIER PUB LIBR	KL8	KY	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
PEND OREILLE CNTY LIBR DIST	XRQ	WA	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
PENNSYLVANIA STATE UNIV	UPM	PA	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
PEPPERDINE UNIV	CPE	CA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
PERRY CNTY DIST LIBR NEW LEXINGTON	FO0	OH	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
PETOSKEY DIST LIBR	ENZ	MI	Public	3	3	0	1	1	0	2	0	0:00:00	0:00:00	0:00:00
PHOENIX PUB LIBR	PNX	AZ	Public	5	5	0	3	3	0	2	0	0:07:55	0:07:55	0:00:00
PIERCE CNTY LIBR SYST	RLS	WA	Public	107	107	0	50	50	0	57	0	0:16:19	0:16:19	0:00:00
PIKES PEAK LIBR DIST	CQU	CO	Public	11	11	0	5	5	0	6	0	0:19:12	0:19:12	0:00:00
PIMA CNTY PUB LIBR	AZT	AZ	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
PIONEER LIBR SYST	OKM	OK	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
PLYMOUTH STATE UNIV	PSM	NH	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
PORTLAND COMMUN COL LIBR	OQP	OR	Academic	4	4	0	1	1	0	3	0	1:00:00	1:00:00	0:00:00
PRATT INST LIBRS	VZQ	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
PRESIDENT MILLARD FILLMORE LIBR	FILLM	UT	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
PRINCE GEORGES CNTY MEM LIBR SYST	MDK	MD	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
PROVIDENCE COL, PHILLIPS MEM LIBR	PRC	RI	Academic	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
PURDUE UNIV	IPL	IN	Academic	0	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
QUEENS UNIV LIBR	Q2U	ON	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
RADFORD UNIV	VRA	VA	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
RAPID CITY PUB LIBRS	RCP	SD	Public	2	2	0	2	2	0	0	0	0:00:00	0:00:00	0:00:00
REED COL LIBR	ORC	OR	Academic	5	5	0	1	1	0	4	0	0:00:00	0:00:00	0:00:00
RHODE ISLAND COLL LIBR	RCM	RI	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
RHODES COL	TWS	TN	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
RICHARDSON PUB LIBR	YT2	TX	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
RICHLAND LIBR	SRC	SC	Public	1	1	0	1	1	0	0	0	3:00:00	3:00:00	0:00:00
RICHLAND PUB LIBR	XTW	WA	Public	6	6	0	4	4	0	2	0	1:06:00	1:06:00	0:00:00
ROLLING HILLS CONSOLIDATED LIBR	MZ3	MO	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
ROLLINS COL	FWR	FL	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
ROSENBERG LIBR	RV8	TX	Public	1	0	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
ROYAL DANISH LIBR - COPENHAGEN CUL DKB	DKB	EU	State Library	4	4	0	1	1	0	3	0	0:00:00	0:00:00	0:00:00
RUTGERS THE STATE UNIV OF NEW JER	NJR	NJ	Academic	1	1	1	0	0	0	0	0	0:00:00	0:00:00	0:00:00
SAINT CHARLES CITY-CNTY LIBR DIST	ZAC	MO	Public	4	4	0	3	3	0	1	0	0:07:55	0:07:55	0:00:00
SAINT JOSEPH PUB LIBR	MQP	MO	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
SAINT LAWRENCE UNIV	XLM	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SAINT LOUIS CNTY LIBR	ZAE	MO	Public	4	4	0	0	0	0	4	0	0:00:00	0:00:00	0:00:00
SAINT LOUIS PUB LIBR	SVP	MO	Public	3	3	0	1	1	0	2	0	0:00:00	0:00:00	0:00:00
SAINT MARTIN'S UNIV	WSL	WA	Academic	3	3	0	1	1	0	2	0	0:00:00	0:00:00	0:00:00
SAINT MARY'S COL LIBR	GH0	CA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SAINT PETERSBURG PUB LIBR	FPE	FL	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SAINT TAMMANY PARISH LIBR	LTP	LA	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
SALEM CITY LIBR	UTSAL	UT	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SALEM PUB LIBR	OSE	OR	Public	8	8	0	4	4	0	4	0	0:06:00	0:06:00	0:00:00
SALISBURY UNIV	SSC	MD	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SALT LAKE CNTY LIBR SVC	UUC	UT	Public	5	5	0	2	2	0	2	0	0:12:00	0:12:00	0:00:00
SAM HOUSTON STATE UNIV	SHH	TX	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SAN ANTONIO PUB LIBR	SAP	TX	Public	4	0	0	0	0	0	4	0	0:00:00	0:00:00	0:00:00
SAN FRANCISCO PUB LIBR	SFR	CA	Public	2	2	0	2	2	0	0	0	0:12:00	0:12:00	0:00:00
SAN FRANCISCO STATE UNIV LIBR	CSF	CA	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
SAN JUAN CNTY LIBR	MONTI	UT	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SAN JUAN ISLAND LIBR DIST	SJI	WA	Public	10	10	0	5	5	0	5	0	0:09:36	0:09:36	0:00:00
SANTA CLARA CNTY LIBR DIST	JRY	CA	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SAPULPA PUB LIBR	O5J	OK	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SARAH LAWRENCE COLL LIBR	VVS	NY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SCHAUMBURG TOWNSHIP DIST LIBR	GO9	IL	Public	4	4	0	1	1	0	3	0	0:00:00	0:00:00	0:00:00
SCHERTZ PUB LIBR	TXSCH	TX	Public	2	0	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
SEASIDE PUB LIBR	XV9	OR	Public	10	10	0	3	3	0	7	0	0:00:00	0:00:00	0:00:00
SEATTLE PACIFIC UNIV LIBR	OXF	WA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SEATTLE PUB LIBR	UOK	WA	Public	33	33	0	12	12	0	24	0	1:01:55	1:01:55	0:00:00
SEO SERV CTR	SRB	OH	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
SETON HALL UNIV	STH	NJ	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
SHERIDAN CNTY FULMER PUB LIBR	W5F	WY	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SHERIDAN PUB LIBR	P@T	MT	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SHIPPENSBURG UNIV OF PENNSYLVANIA	SQP	PA	Academic	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
SHORELINE COMMUN COL LIBR	Z53	WA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
SHOREWOOD TROY PUB LIBR DIST	TE7	IL	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
